Title,Credit,Attr,Desc
SAFS 672 - Pathways to Sustainable Agriculture and Food Systems ,Credits: 4,None,"This course empowers students to pursue knowledge and understanding of food systems around the interface of policy, practice, and science to build pathways toward technically robust, economically sound and viable solutions which enable transformation in the rural landscape. Topics include: value systems, socio-cultural benefits of re-thinking food systems at sale, carbon-forestry, carbon offsets, nutrient cap-and-trade models, (Integrated) Catchment Management and Climate Smart Agriculture. Critical thinking and risk assessment tools are integral components. Special Fee."
SAFS 673 - Agricultural Production and Business Practice ,Credits: 4,None,"In this experiential course students will spend time in farm or agri-business placements. Practical, hands-on experience of the workings of agribusiness provides students with opportunities to enhance their autonomy and capacity as active learners. Students will gain transferable skills, increase competency and develop a comprehensive understanding of sustainability initiatives and practices of food systems. Students can transfer insights from classroom work to a practical setting and bring previously developed skills to a new context. Special Fee."
SAFS 673 - Agricultural Production and Business Practice ,Credits: 4,None,"In this experiential course students will spend time in farm or agri-business placements. Practical, hands-on experience of the workings of agribusiness provides students with opportunities to enhance their autonomy and capacity as active learners. Students will gain transferable skills, increase competency and develop a comprehensive understanding of sustainability initiatives and practices of food systems. Students can transfer insights from classroom work to a practical setting and bring previously developed skills to a new context. Special Fee."
SAFS 673 - Agricultural Production and Business Practice ,Credits: 4,None,"In this experiential course students will spend time in farm or agri-business placements. Practical, hands-on experience of the workings of agribusiness provides students with opportunities to enhance their autonomy and capacity as active learners. Students will gain transferable skills, increase competency and develop a comprehensive understanding of sustainability initiatives and practices of food systems. Students can transfer insights from classroom work to a practical setting and bring previously developed skills to a new context. Special Fee."
SAFS 679 - Food Production Field Experience I ,Credits: 4,None,"This is part one of a two course series to be taken during spring semester. Course provides students with hands-on experience in growing food and managing a small farm business. We will be growing fresh vegetables and some fruits for the UNH Dairy Bar. Lectures, readings, and hands-on activities during Part I focus on all aspects of production: propagation, crop establishment, irrigation, crop management, soil considerations, and pest and disease practices. Prereq: "
SAFS 680 - Food Production Field Experience II ,Credits: 4,None,"This is part of a two course series to be taken during fall semester. Course provides students with hands-on experience in growing food and managing a small farm business. We will be growing fresh vegetables and some fruits for the UNH Dairy Bar. Lectures, readings, and hands-on activities in part two focus on crop harvesting and maturity, post-harvest considerations, marketing, special event planning and execution, record keeping, and small farm business management. Prereq: "
SAFS 729 - Agricultural Waste Management ,Credits: 4,None,"The management of agricultural wastes is crucial in the development of sustainable agricultural practices. This course covers principles of managing, handling, treating, and applying animal manures and organic byproducts from an agricultural system perspective. Topics include waste characterization, descriptions of systems and technology, utilization of wastes as resources (land application, composting electricity generation, fertilization, etc.), land application principles, preparations of waste management plans, and potential impacts to the environment. Prereq: "
SAFS 729 - Agricultural Waste Management ,Credits: 4,None,"The management of agricultural wastes is crucial in the development of sustainable agricultural practices. This course covers principles of managing, handling, treating, and applying animal manures and organic byproducts from an agricultural system perspective. Topics include waste characterization, descriptions of systems and technology, utilization of wastes as resources (land application, composting electricity generation, fertilization, etc.), land application principles, preparations of waste management plans, and potential impacts to the environment. Prereq: "
SAFS 729 - Agricultural Waste Management ,Credits: 4,None,"The management of agricultural wastes is crucial in the development of sustainable agricultural practices. This course covers principles of managing, handling, treating, and applying animal manures and organic byproducts from an agricultural system perspective. Topics include waste characterization, descriptions of systems and technology, utilization of wastes as resources (land application, composting electricity generation, fertilization, etc.), land application principles, preparations of waste management plans, and potential impacts to the environment. Prereq: "
SAFS 733 - Advanced Topics in Sustainable Agriculture ,Credits: 4,Attributes: Writing Intensive Course,"In this writing-intensive, capstone course, SAFS juniors and seniors engage in critical, student-led discussion of instructor-chosen and student-selected works related to food systems sustainability across scales, local to global. With these discussions as context, students pursue individual, semester-long projects to practically address a specific issue of interest. The course aims to improve critical reading, writing, discussion, and presentation skills; build cohort cohesiveness; and challenge students’ beliefs and working assumptions about agriculture and food systems sustainability. Pre- or Coreq: Must be SAFS junior or senior, or by permission. Writing intensive."
SAFS 733 - Advanced Topics in Sustainable Agriculture ,Credits: 4,Attributes: Writing Intensive Course,"In this writing-intensive, capstone course, SAFS juniors and seniors engage in critical, student-led discussion of instructor-chosen and student-selected works related to food systems sustainability across scales, local to global. With these discussions as context, students pursue individual, semester-long projects to practically address a specific issue of interest. The course aims to improve critical reading, writing, discussion, and presentation skills; build cohort cohesiveness; and challenge students’ beliefs and working assumptions about agriculture and food systems sustainability. Pre- or Coreq: Must be SAFS junior or senior, or by permission. Writing intensive."
SAFS 740 - Aquaponics ,Credits: 4,None,"Aquaponics integrates aquaculture and hydroponic systems producing fish and plants. The integration of these systems first requires an understanding of the needs for each system. The experiential course will dive into the concept of turning wastes into resources with hands-on growing and management experience in aquaponic food production systems. We will cover the fundamentals, and challenges of integrating recirculating aquaculture and hydroponic systems. Students are required to sign up for one farm day per week."
SAFS 795 - Investigations ,Credits: 1-4,None,"With faculty guidance, students work on individual projects related to sustainable agriculture and food systems. Permission required."
SAFS 795 - Investigations ,Credits: 1-4,None,"With faculty guidance, students work on individual projects related to sustainable agriculture and food systems. Permission required."
SAFS 795W - Investigations ,Credits: 1-4,Attributes: Writing Intensive Course,"With faculty guidance, students work on individual projects related to sustainable agriculture and food systems. Permission required."
SAFS 795W - Investigations ,Credits: 1-4,Attributes: Writing Intensive Course,"With faculty guidance, students work on individual projects related to sustainable agriculture and food systems. Permission required."
